City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
345,Heihe,50.2441,127.4902,39.2,87,75,8.95,CN,2021-03-28 12:43:32
346,Swan Hill,-35.3378,143.5544,60.17,60,9,5.28,AU,2021-03-28 12:43:32
347,Chantada,42.6088,-7.7712,69.01,33,0,1.99,ES,2021-03-28 12:43:32
348,Jalu,29.0331,21.5482,70.32,21,1,8.16,LY,2021-03-28 12:43:33
349,Ukiah,39.1502,-123.2078,44.01,75,1,2.71,US,2021-03-28 12:40:02
350,Boyolangu,-8.1181,111.8935,77.9,87,99,4.63,ID,2021-03-28 12:43:33
351,Flin Flon,54.7682,-101.865,19.4,53,90,6.91,CA,2021-03-28 12:43:33
352,Hamilton,39.1834,-84.5333,53.6,87,90,9.22,US,2021-03-28 12:40:19
353,Sitka,57.0531,-135.33,35.6,75,40,9.22,US,2021-03-28 12:43:33
354,Aswan,24.0934,32.907,81.01,11,48,18.75,EG,2021-03-28 12:43:34
355,Aksu,41.1231,80.2644,62.91,26,100,4.81,CN,2021-03-28 12:43:34
356,Westport,41.1415,-73.3579,48.0,93,90,16.11,US,2021-03-28 12:43:34
357,Caravelas,-17.7125,-39.2481,86.83,50,0,6.4,BR,2021-03-28 12:43:34
358,Omboue,-1.5746,9.2618,85.05,68,20,9.46,GA,2021-03-28 12:43:34
359,Bar-Le-Duc,48.75,5.1667,57.2,41,0,10.36,FR,2021-03-28 12:43:35
360,Minsk,53.9,27.5667,41.0,93,75,8.95,BY,2021-03-28 12:43:31
361,Fleetwood,53.9253,-3.0109,53.01,93,75,24.16,GB,2021-03-28 12:43:35
362,Athabasca,54.7169,-113.2854,32.0,86,100,2.3,CA,2021-03-28 12:43:35
363,Ayan,56.45,138.1667,13.62,93,94,4.36,RU,2021-03-28 12:43:35
364,Japura,-0.3167,102.35,77.29,92,94,4.79,ID,2021-03-28 12:43:36
